statement,source,link,veracity,text,class
"Says Chuck Hagel’s nomination as defense secretary ""has been publicly celebrated by the Iranian government.""",Ted Cruz,/web/20180119173346/http://www.politifact.com/texas/statements/2013/feb/21/ted-cruz/ted-cruz-says-hagel-nomination-publicly-celebrated/,Pants on Fire!,say chuck hagel nomination defense secretary publicly celebrate iranian government ,0
"Federal spending on entitlements ""is projected to consume all revenue by 2045.""",Josh Mandel,/web/20180119173348/http://www.politifact.com/ohio/statements/2013/feb/21/josh-mandel/ohio-treasurer-josh-mandel-says-entitlement-spendi/,Mostly True,federal spending entitlement project consume revenue 2045 ,1
"""The only time in our history when the debt has been higher than this was the end of World War II.""",David Cote,/web/20180119173348/http://www.politifact.com/new-hampshire/statements/2013/feb/20/david-cote/millionaire-honeywell-ceo-david-cote-compares-toda/,Mostly True, time history debt high end world war ii ,1
"Says after Hurricane Sandy, New York Mayor Michael Bloomberg ""refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!""",Wayne LaPierre,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/20/wayne-lapierre/wayne-lapierre-says-new-york-mayor-refused-nationa/,Mostly False,say hurricane sandy new york mayor michael bloomberg refuse allow national guard city restore civil order guardsman carry gun ,0
"""The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.""",Wayne LaPierre,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/20/wayne-lapierre/wayne-lapierre-says-obama-ignores-border-fence-law/,Mostly False, president flagrantly defy 2006 federal law order construction secure border fence entire mexican border ,0
"""The group that supported the president’s health care bill the most? Latinos.""",David Plouffe,/web/20180119173348/http://www.politifact.com/florida/statements/2013/feb/20/david-plouffe/david-plouffe-says-latinos-supported-health-care-l/,Mostly False, group support president health care bill latinos ,0
"""Nobody in total is proposing cutting anything. We’re trying to reduce the rate of growth in government.""",Ron Johnson,/web/20180119173348/http://www.politifact.com/wisconsin/statements/2013/feb/20/ron-johnson/ron-johnson-says-republican-budget-proposals-dont-/,Mostly True, total propose cut try reduce rate growth government ,1
"""There are more people killed with baseball bats and hammers than are killed with guns.""",Paul Broun,/web/20180119173348/http://www.politifact.com/georgia/statements/2013/feb/20/paul-broun/congressman-uses-wrong-words-gun-claim/,Pants on Fire!, people kill baseball bat hammer kill gun ,0
"Says ""If Oregon’s Legislature simply authorizes $450 million for the CRC, it will … leave Oregon holding the bag for a great deal more cost responsibility.""",Bob Stacey,/web/20180119173348/http://www.politifact.com/oregon/statements/2013/feb/20/bob-stacey/will-washington-leave-oregon-holding-bag-columbia-/,False,say oregon legislature simply authorize 450 million crc … leave oregon hold bag great deal cost responsibility ,0
"""Phoenix is already one of the kidnapping capitals of the world.""",Wayne LaPierre,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/19/wayne-lapierre/wayne-lapierre-says-phoenix-one-kidnapping-capital/,False, phoenix kidnapping capital world ,0
"""The majority of (the American people) voted for a Democratic House.""",Steny Hoyer,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/19/steny-hoyer/steny-hoyer-house-democrats-won-majority-2012-popu/,Mostly True, majority american people vote democratic house ,1
"""There are 3 million jobs that go vacant each month in this country.""",Dave Joyce,/web/20180119173348/http://www.politifact.com/ohio/statements/2013/feb/19/dave-joyce/rep-dave-joyce-says-millions-us-jobs-go-unfilled-e/,True, 3 million job vacant month country ,1
Says Austin is the largest city in the U.S. without nonstop flights to Europe.,Pete Winstead,/web/20180119173348/http://www.politifact.com/texas/statements/2013/feb/19/pete-winstead/pete-winstead-says-austin-largest-us-city-without-/,False,say austin large city u s nonstop flight europe,0
"""Collectively states are spending more on Medicaid than they do on K-12 education.""",Eric Cantor,/web/20180119173348/http://www.politifact.com/virginia/statements/2013/feb/19/eric-cantor/cantor-says-states-are-spending-more-medicaid-publ/,True, collectively state spend medicaid k 12 education ,1
Says wrestling was a favorite sport of Abraham Lincoln.,Donald Rumsfeld,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/18/donald-rumsfeld/donald-rumsfeld-says-abraham-lincoln-loved-wrestli/,True,say wrestling favorite sport abraham lincoln,1
"Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: ""This is not a filibuster.""",John Cornyn,/web/20180119173348/http://www.politifact.com/truth-o-meter/statements/2013/feb/18/john-cornyn/john-cornyn-said-move-delay-hagel-nomination-not-f/,Mostly False,say fail cloture vote nominate chuck hagel defense secretary filibuster ,0
"""Agriculture has always required a significant workforce from abroad.""",Marco Rubio,/web/20180119173348/http://www.politifact.com/florida/statements/2013/feb/18/marco-rubio/marco-rubio-said-weve-always-needed-foreign-worker/,Mostly False, agriculture require significant workforce abroad ,0
"The United States does ""not have a system through which growers and dairies can bring a workforce legally into the U.S.""",Marco Rubio,/web/20180119173348/http://www.politifact.com/florida/statements/2013/feb/18/marco-rubio/marco-rubio-says-us-farmers-have-no-way-bring-work/,Mostly False,united states system grower dairy bring workforce legally u s ,0
"Wisconsin's Supreme Court justices are ""deciding fewer opinions in civil and criminal cases than they used to.""",Ed  Fallone,/web/20180119173348/http://www.politifact.com/wisconsin/statements/2013/feb/18/ed-fallone/wisconsin-supreme-court-candidate-ed-fallone-says-/,False,wisconsin s supreme court justice decide few opinion civil criminal case ,0
"In Virginia ""there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.""",Grover Norquist,/web/20180119173348/http://www.politifact.com/virginia/statements/2013/feb/18/grover-norquist/norquist-says-virginia-has-spent-less-1-percent-bu/,False,virginia billion dollar surplus year legislature spend 1 percent road ,0
"Says she heard more than 2,400 cases as a Wisconsin appeals court judge",Patience  Roggensack,/web/20180119173349/http://www.politifact.com/wisconsin/statements/2013/feb/17/patience-roggensack/roggensack-says-her-appeals-court-caseload-topped-/,Mostly True,say hear 2 400 case wisconsin appeal court judge,1
"Employers and schools have no right to conduct ""surveillance of a dorm room or a worker’s cubicle.""",Brian Patrick Kennedy,/web/20180119173349/http://www.politifact.com/rhode-island/statements/2013/feb/17/brian-patrick-kennedy/rep-brian-patrick-kennedy-suggests-employers-and-s/,Mostly False,employer school right conduct surveillance dorm room worker cubicle ,0
"Says, ""Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.""",Peter Courtney,/web/20180119173349/http://www.politifact.com/oregon/statements/2013/feb/16/peter-courtney/do-one-eight-oregon-children-and-one-18-adults-suf/,Mostly True,say statistic indicate child 18 adult oregon suffer mental illness ,1
"""Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.""",Edith Ajello,/web/20180119173349/http://www.politifact.com/rhode-island/statements/2013/feb/16/edith-ajello/rhode-island-state-rep-edith-ajello-says-studies-i/,False, lot study indicate minor find easy marijuana easier alcohol ,0
"""The 12 hottest years on record have come in the last 15 years.""",Barack Obama,/web/20180119173349/http://www.politifact.com/truth-o-meter/statements/2013/feb/15/barack-obama/barack-obama-says-12-hottest-years-record-have-com/,True, 12 hot year record come 15 year ,1
"Wisconsin’s laws ""ranked the worst in the world for mining investment.""",Wisconsin Manufacturers and Commerce,/web/20180119173349/http://www.politifact.com/wisconsin/statements/2013/feb/15/wisconsin-manufacturers-and-commerce/wisconsin-regulations-ranked-worst-world-mining-bu/,Mostly False,wisconsin law rank bad world mining investment ,0
"""I was the first member of Congress to call him (Barack Obama) a socialist...""",Paul Broun,/web/20180119173349/http://www.politifact.com/georgia/statements/2013/feb/15/paul-broun/broun-touts-pinning-socialist-label-obama/,False, member congress barack obama socialist ,0
Says Texas is last in workers' compensation coverage.,Sacramento Bee Editorial Board,/web/20180119173349/http://www.politifact.com/texas/statements/2013/feb/14/sacramento-bee-editorial-board/sacramento-bee-editorial-says-texas-last-workers-c/,True,say texas worker compensation coverage,1
"""Ohio companies export more goods and services globally than 41 other states.""",Keith Faber,/web/20180119173349/http://www.politifact.com/ohio/statements/2013/feb/14/keith-faber/ohio-senate-president-keith-faber-says-ohio-among-/,True, ohio company export good service globally 41 state ,1
Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,Barack Obama,/web/20180119173349/http://www.politifact.com/truth-o-meter/statements/2013/feb/14/barack-obama/obama-says-he-and-romney-agreed-indexing-minimum-w/,Mostly True,say mitt romney agree tie minimum wage increase inflation,1
"""I still live in the same working-class neighborhood I grew up in.""",Marco Rubio,/web/20180119173349/http://www.politifact.com/florida/statements/2013/feb/14/marco-rubio/look-marco-rubios-working-class-west-miami-home/,Mostly True, live work class neighborhood grow ,1
"""We have doubled the distance our cars will go on a gallon of gas.""",Barack Obama,/web/20180119173349/http://www.politifact.com/truth-o-meter/statements/2013/feb/14/barack-obama/obama-says-fuel-efficiency-has-doubled/,False, double distance car gallon gas ,0
"""We have a governor who's vetoed measures like increasing our minimum wage and restoring the earned income tax cut.""",John Wisniewski,/web/20180119173349/http://www.politifact.com/new-jersey/statements/2013/feb/14/john-wisniewski/chris-christie-vetoed-bills-raise-minimum-wage-and/,Mostly True, governor s veto measure like increase minimum wage restore earn income tax cut ,1
